"","days","n","rb","rn","w","pph","ph","pp","k","pBrood","pHoney","pPollen","pEmpty"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0
"2",20,61,2,2,3475,0.9638,1.0668,0.9151,10,0.0986666666666667,0.457481481481481,0.354074074074074,0.0897777777777778
