"...1","days","n","rb","rn","w","pph","ph","pp","k","pBrood","pHoney","pPollen","pEmpty","broodMetric","pollenRing"
1,30,78,3,1,2618,0.2194,1.0013,0.9685,7.7162,0.145185185185185,0.555555555555556,0.244444444444444,0.0548148148148148,2.02448979591837,5.46533333333333
1,30,71,4,1,3435,0.6452,0.9549,0.9147,7.025,0.100444444444444,0.544592592592593,0.318222222222222,0.0367407407407407,1.28023598820059,4.78216539717084
1,30,86,4,2,3362,0.3275,0.9256,1.0975,8.2091,0.156444444444444,0.638518518518518,0.163851851851852,0.0411851851851852,1.59090909090909,3.13547099767981
1,30,71,4,4,2422,0.5314,0.9683,0.9901,16.4071,0.128296296296296,0.573333333333333,0.248592592592593,0.0497777777777778,1.5473441108545,4.54650645994832
1,30,87,3,4,1644,0.7798,1.0577,0.9323,13.4164,0.152888888888889,0.485333333333333,0.315555555555556,0.0462222222222222,1.82170542635659,4.24513431013431
1,30,113,2,4,2737,0.3714,0.9136,0.9414,11.6201,0.146666666666667,0.577481481481481,0.24,0.0358518518518519,2.25454545454545,6.69241149307337
1,30,73,4,2,2550,0.977,0.9519,1.0006,17.0564,0.145185185185185,0.562666666666667,0.243851851851852,0.0482962962962963,1.81224489795918,4.06570826750922
1,30,71,2,3,1714,0.5972,1.0039,1.0039,6.1808,0.121185185185185,0.553777777777778,0.270518518518518,0.0545185185185185,2.10268948655257,7.74644729802033
1,30,94,4,2,1781,0.6678,1.0788,1.0029,13.6074,0.208296296296296,0.472888888888889,0.259851851851852,0.058962962962963,2.14793741109531,2.82549498746867
1,30,63,2,2,1801,0.2073,1.0125,1.0777,11.6553,0.13037037037037,0.569185185185185,0.230518518518519,0.0699259259259259,2.05454545454545,6.61816241540864
1,30,105,4,1,3721,0.3574,1.0659,0.9568,17.2137,0.201481481481481,0.428444444444444,0.289481481481482,0.0805925925925926,1.69705882352941,3.10790456431535
1,30,68,2,1,3243,0.4491,0.9763,0.9834,14.4804,0.119703703703704,0.561481481481481,0.270222222222222,0.0485925925925926,1.56435643564356,6.12453298153034
1,30,76,4,2,2119,0.2135,0.9677,1.0885,14.6115,0.134222222222222,0.602074074074074,0.206814814814815,0.0568888888888889,1.73951434878587,4.21406988188976
1,30,70,4,4,1381,0.3472,1.0993,1.0151,5.1207,0.17837037037037,0.50962962962963,0.244148148148148,0.0678518518518519,2.38870431893688,4.20116860465116
1,30,101,4,3,3545,0.6786,1.08,0.9229,13.5314,0.152296296296296,0.389925925925926,0.387555555555556,0.0702222222222222,1.24513618677043,2.38056231003039
1,30,73,3,2,1650,0.2219,0.9436,1.0809,8.279,0.154962962962963,0.588444444444444,0.21037037037037,0.0462222222222222,2.16061185468451,5.53855488418932
1,30,106,3,2,2897,0.3217,1.0956,1.0068,13.8781,0.248,0.420148148148148,0.253037037037037,0.0788148148148148,2.40382317801673,2.6988928067701
1,30,116,3,3,2530,0.9379,1.057,1.0036,7.8633,0.233777777777778,0.448888888888889,0.247111111111111,0.0702222222222222,2.37515842839037,2.92681848184818
1,30,61,2,4,1055,0.5091,0.9301,0.9398,5.1318,0.135111111111111,0.557925925925926,0.259851851851852,0.0471111111111111,2.22368421052632,7.11466808284652
1,30,76,4,2,2133,0.8624,1.0965,0.9528,10.5621,0.143703703703704,0.454222222222222,0.334518518518518,0.0675555555555555,1.7319587628866,2.98502283105023
1,30,86,3,2,2383,0.7717,1.0267,0.9006,7.9592,0.128,0.489777777777778,0.342518518518518,0.0397037037037037,1.76851851851852,6.65952208106473
1,30,75,3,2,3342,0.2472,1.0539,1.06,6.5363,0.184296296296296,0.488888888888889,0.238222222222222,0.0885925925925926,2.07395498392283,3.40702424242424
1,30,107,2,4,1728,0.7893,0.9262,1.0313,6.0803,0.176,0.562962962962963,0.214518518518519,0.0465185185185185,2.23569023569024,6.22608421052632
1,30,61,2,2,1475,0.9125,0.9719,1.047,7.9106,0.136888888888889,0.563851851851852,0.227555555555556,0.0717037037037037,2.19480519480519,6.70920126116658
1,30,80,3,3,1803,0.5808,1.0304,0.9293,7.9147,0.131555555555556,0.517925925925926,0.300444444444444,0.0500740740740741,1.66216216216216,4.79447368421053
1,30,84,4,3,3765,0.2721,1.0396,1.0191,14.5619,0.193777777777778,0.486222222222222,0.251851851851852,0.0681481481481482,1.81039755351682,2.0818647166362
1,30,91,2,4,2390,0.7466,1.0794,1.0654,17.5904,0.230518518518519,0.479703703703704,0.216,0.0737777777777778,2.74035989717224,4.95386040765905
1,30,114,2,4,1984,0.4037,0.9683,0.9163,14.3776,0.165333333333333,0.532148148148148,0.264,0.0385185185185185,2.39784946236559,6.8800723830735
1,30,105,3,4,3392,0.4629,1.0714,1.0685,17.476,0.249777777777778,0.445037037037037,0.217777777777778,0.0874074074074074,2.17081850533808,2.53536617842876
1,30,77,3,3,3730,0.7232,1.0807,0.9178,7.2061,0.145185185185185,0.374814814814815,0.406814814814815,0.0731851851851852,1.70612244897959,3.98323320158103
1,30,98,3,2,2815,0.6904,0.9672,1.0496,16.4944,0.178666666666667,0.565037037037037,0.194962962962963,0.0613333333333333,2.25207296849088,4.48041426324069
1,30,69,4,2,2401,0.444,0.9197,1.049,7.936,0.135111111111111,0.625777777777778,0.199111111111111,0.04,1.64912280701754,3.81714962121212
1,30,86,2,4,1679,0.2085,0.9265,1.0654,18.9059,0.162074074074074,0.592888888888889,0.203259259259259,0.0417777777777778,2.44241316270567,6.64466766616692
1,30,81,4,4,2078,0.9275,1.0832,1.0756,6.1356,0.218666666666667,0.484740740740741,0.209777777777778,0.0868148148148148,2.24390243902439,2.50898533007335
1,30,111,3,3,3007,0.546,0.9368,1.0203,16.8748,0.174222222222222,0.578962962962963,0.204148148148148,0.0426666666666667,2.05102040816327,4.57135107471853
1,30,102,3,3,1275,0.7012,1.0042,1.0099,14.081,0.189333333333333,0.52,0.236444444444444,0.0542222222222222,2.62597809076682,5.21977207977208
1,30,73,2,1,1719,0.7476,1.092,1.0704,12.8093,0.150518518518519,0.515555555555556,0.238814814814815,0.0951111111111111,2.28346456692913,5.53912068965517
1,30,89,3,2,2858,0.6577,1.0868,1.0209,7.2011,0.216296296296296,0.442074074074074,0.261925925925926,0.0797037037037037,2.15342465753425,3.15298257372654
1,30,75,3,4,1528,0.6074,1.0698,0.9561,6.2516,0.143111111111111,0.501925925925926,0.303407407407407,0.0515555555555556,1.87577639751553,5.16664698937426
1,30,105,4,4,2010,0.2429,1.008,1.0491,7.6384,0.198814814814815,0.538666666666667,0.210074074074074,0.0524444444444444,2.14307004470939,2.49440594059406
1,30,87,4,4,2916,0.6983,0.9562,0.974,17.3934,0.129481481481481,0.556444444444444,0.268740740740741,0.0453333333333333,1.57894736842105,3.72962193823216
1,30,103,3,2,1251,0.5279,1.0578,1.041,10.1944,0.188444444444444,0.520888888888889,0.237333333333333,0.0533333333333333,2.32389937106918,5.0210409556314
1,30,118,2,1,1336,0.6213,0.9084,0.9221,19.5501,0.14962962962963,0.553481481481481,0.267555555555556,0.0293333333333333,2.36435643564356,7.56135438972163
1,30,117,3,4,2039,0.4351,1.0378,0.9781,8.8316,0.215407407407407,0.499555555555556,0.240296296296296,0.0447407407407407,2.44016506189821,3.57643534994069
1,30,93,3,4,2288,0.9064,1.0144,1.0742,11.0696,0.210074074074074,0.521185185185185,0.192,0.0767407407407407,2.22849083215797,3.84906196702672
1,30,107,2,2,2911,0.5672,1.0993,1.0016,10.0861,0.195555555555556,0.414222222222222,0.303703703703704,0.0865185185185185,2.26363636363636,5.07796137339056
1,30,77,2,2,2483,0.2013,1.026,0.9015,12.2683,0.140148148148148,0.518814814814815,0.283851851851852,0.0571851851851852,2.21564482029598,7.71155339805825
1,30,78,3,4,2801,0.7135,1.0497,1.0741,9.0012,0.160888888888889,0.523259259259259,0.21362962962963,0.102222222222222,1.56537753222836,3.10543601359003
1,30,102,4,4,1052,0.3303,0.9192,1.0932,12.6203,0.198222222222222,0.559111111111111,0.204444444444444,0.0382222222222222,2.55904334828102,3.76852676205617
1,30,107,4,4,1689,0.3982,0.9322,1.0756,10.8195,0.212444444444444,0.574518518518519,0.181333333333333,0.0317037037037037,2.53835425383543,4.39618359979371
1,30,113,3,3,3489,0.2817,1.022,0.9371,5.9313,0.160888888888889,0.502518518518518,0.278814814814815,0.0577777777777778,2.05156537753223,5.08568985849057
1,30,81,3,3,2412,0.409,1.0027,1.0473,10.6557,0.133037037037037,0.558518518518519,0.233481481481481,0.074962962962963,1.75501113585746,4.71965517241379
1,30,91,4,1,1224,0.6498,1.0989,1.0401,7.0298,0.215703703703704,0.477925925925926,0.243851851851852,0.0625185185185185,2.16208791208791,2.38897086174829
1,30,119,2,4,1831,0.9941,0.9025,1.0205,5.5531,0.169777777777778,0.580444444444444,0.206222222222222,0.0435555555555556,2.23734729493892,5.79901990811639
1,30,94,4,2,2453,0.3728,0.9704,0.9666,15.5589,0.143407407407407,0.555851851851852,0.258666666666667,0.0420740740740741,1.67768595041322,3.45313432835821
1,30,93,2,1,2857,0.7495,1.0628,1.0227,13.3073,0.175703703703704,0.479703703703704,0.257777777777778,0.0868148148148148,2.4283305227656,5.55252007411983
1,30,93,2,3,1628,0.3938,0.9813,0.96,15.117,0.130074074074074,0.56,0.268444444444444,0.0414814814814815,2.06833712984055,7.38266137566138
1,30,66,2,2,2077,0.6174,0.9204,1.0781,8.3644,0.104296296296296,0.641481481481481,0.190814814814815,0.0634074074074074,1.42613636363636,5.99887759815242
1,30,118,4,3,3500,0.9566,1.0545,1.066,13.6749,0.26162962962963,0.458666666666667,0.185777777777778,0.0939259259259259,2.10645526613817,1.66059431524548
1,30,105,4,3,3219,0.3211,1.0764,0.9641,19.7994,0.229925925925926,0.422814814814815,0.279703703703704,0.0675555555555555,1.98969072164948,1.72206026629292
1,30,76,2,4,2691,0.791,1.0053,0.9287,13.5431,0.0954074074074074,0.501333333333333,0.346074074074074,0.0571851851851852,1.64596273291925,8.17026004728132
1,30,64,3,4,3347,0.4068,0.9418,0.9703,6.6271,0.0983703703703704,0.607703703703704,0.250666666666667,0.0432592592592593,1.36746987951807,5.49314480741102
1,30,78,4,4,1969,0.6412,0.9771,1.0058,19.0793,0.134222222222222,0.559407407407407,0.251851851851852,0.0545185185185185,1.67328918322296,3.95735169491525
1,30,64,4,2,1104,0.8973,0.9503,1.017,18.0624,0.146074074074074,0.556740740740741,0.252148148148148,0.045037037037037,2.10953346855984,5.41511974454497
1,30,61,2,2,2741,0.5308,0.9267,1.0193,11.9955,0.119111111111111,0.618666666666667,0.220740740740741,0.0414814814814815,1.85572139303483,6.12444444444444
1,30,78,4,4,3847,0.5432,0.9778,0.9843,15.7893,0.121185185185185,0.568296296296296,0.253037037037037,0.0574814814814815,1.57946210268949,4.76271637122002
1,30,117,4,1,2672,0.9226,1.0922,1.0283,15.1947,0.239111111111111,0.414814814814815,0.254222222222222,0.0918518518518519,1.98265179677819,1.57521428571429
1,30,85,2,3,1450,0.62,1.0126,1.0197,14.9737,0.162666666666667,0.527703703703704,0.242962962962963,0.0666666666666667,2.22222222222222,6.5564345873105
1,30,103,3,4,3370,0.9189,1.0989,0.9524,13.5504,0.176296296296296,0.361185185185185,0.386074074074074,0.0764444444444444,1.72436974789916,3.44547169811321
1,30,113,3,1,2871,0.3617,0.9051,1.0943,9.7878,0.15762962962963,0.649777777777778,0.156444444444444,0.0361481481481482,1.82706766917293,4.2934154126767
1,30,103,4,2,1342,0.6881,0.9364,1.0902,6.7998,0.200888888888889,0.56562962962963,0.181037037037037,0.0524444444444444,2.37758112094395,4.17447354635935
1,30,109,3,1,3529,0.6314,1.0741,1.0521,16.7112,0.248,0.433481481481481,0.222814814814815,0.0957037037037037,2.5089605734767,3.28805878332194
1,30,105,4,2,2106,0.5286,1.0899,0.9593,15.6302,0.210962962962963,0.443259259259259,0.283259259259259,0.0625185185185185,2.26966292134831,2.53677807486631
1,30,107,4,3,3598,0.8021,0.9846,0.9836,8.7625,0.15762962962963,0.528296296296296,0.257185185185185,0.0568888888888889,1.78947368421053,3.23832865956253
1,30,81,4,4,2790,0.7095,0.9255,1.0468,7.8394,0.137481481481481,0.621333333333333,0.192592592592593,0.0485925925925926,1.52586206896552,3.83384358607535
1,30,68,3,1,3601,0.7226,1.0702,0.9851,7.2793,0.138962962962963,0.451259259259259,0.321777777777778,0.088,1.60767590618337,4.17426789231779
1,30,115,4,3,1426,0.7078,0.9594,0.9513,19.7776,0.160296296296296,0.531555555555556,0.256888888888889,0.0512592592592593,1.84842883548983,3.19151059085842
1,30,105,2,3,2124,0.7261,1.039,1.0169,16.2859,0.168,0.512592592592593,0.249777777777778,0.0696296296296296,2.28924162257496,5.74663005780347
1,30,81,2,4,1697,0.3581,1,0.961,12.7752,0.148148148148148,0.542518518518519,0.261037037037037,0.0482962962962963,2.216,6.7199235390497
1,30,82,3,4,1062,0.7667,1.0937,1.0002,19.3486,0.167407407407407,0.487111111111111,0.275851851851852,0.0696296296296296,2.21238938053097,5.13916666666667
1,30,94,3,1,2013,0.7662,0.9938,1.0343,14.7845,0.190222222222222,0.538962962962963,0.22162962962963,0.0491851851851852,2.38006230529595,4.53033534909291
1,30,115,3,2,3082,0.7809,1.0481,0.9372,15.9892,0.165037037037037,0.435851851851852,0.343407407407407,0.0557037037037037,1.83842010771993,3.79646498980286
1,30,106,4,2,1845,0.8801,0.9296,0.9808,19.2077,0.149925925925926,0.562074074074074,0.246518518518519,0.0414814814814815,1.65217391304348,3.88318397469689
1,30,115,2,3,1283,0.9216,1.0818,1.0813,8.533,0.205333333333333,0.517925925925926,0.206814814814815,0.0699259259259259,2.40692640692641,4.83586384439359
1,30,97,4,3,1079,0.5056,0.9692,1.0634,16.3173,0.195851851851852,0.553777777777778,0.198814814814815,0.0515555555555556,2.20272314674735,3.67697164258962
1,30,107,2,2,3204,0.2477,0.9357,0.9146,6.9483,0.114666666666667,0.594074074074074,0.254518518518519,0.0367407407407407,1.84496124031008,7.37235411471322
1,30,100,2,4,1014,0.3907,1.0916,1.0129,8.676,0.181333333333333,0.496592592592593,0.254814814814815,0.0672592592592593,2.83986928104575,7.7299522673031
1,30,74,3,3,1624,0.3454,0.9753,1.0684,15.5592,0.172148148148148,0.563851851851852,0.215407407407407,0.0485925925925926,2.21342512908778,4.90410930110352
1,30,91,4,3,1110,0.7986,1.0509,0.9588,16.4865,0.183407407407407,0.498074074074074,0.268740740740741,0.0497777777777778,2.1453957996769,3.59246281975015
1,30,88,4,4,2984,0.3728,0.9119,1.06,11.6618,0.168,0.632,0.164740740740741,0.0352592592592593,1.94003527336861,3.71202062822316
1,30,109,3,4,2610,0.2396,1.0358,0.9356,12.2117,0.166518518518519,0.502518518518518,0.278222222222222,0.0527407407407407,2.3202846975089,5.46334905660377
1,30,113,4,1,1399,0.8195,0.9544,1.0178,19.8094,0.185481481481481,0.545481481481481,0.22162962962963,0.0474074074074074,1.9073482428115,3.55564910374796
1,30,70,2,1,3830,0.5153,1.0208,1.0798,17.6379,0.154666666666667,0.553481481481481,0.203259259259259,0.0885925925925926,2.11111111111111,5.34491970021413
1,30,66,2,2,3885,0.7266,0.9662,0.9353,10.0791,0.0980740740740741,0.549037037037037,0.311703703703704,0.0411851851851852,1.48036253776435,7.21158661629789
1,30,89,3,3,2911,0.8065,1.0599,1.0012,17.2063,0.199407407407407,0.457777777777778,0.270518518518518,0.0722962962962963,2.27934621099554,4.40449190938511
1,30,89,2,2,1192,0.4224,0.9347,1.0686,13.5156,0.161481481481481,0.575111111111111,0.210666666666667,0.0527407407407407,2.27522935779817,6.19114374034003
1,30,112,4,2,1132,0.6736,1.0155,1.0303,6.5034,0.217777777777778,0.518814814814815,0.210666666666667,0.0527407407407407,2.53605442176871,3.73194174757282
1,30,71,2,2,2987,0.4341,0.9574,0.957,8.854,0.0877037037037037,0.572740740740741,0.284148148148148,0.0554074074074074,1.32432432432432,6.66221417485773
1,30,75,3,3,1606,0.8955,1.0122,1.0931,6.651,0.172740740740741,0.558814814814815,0.201481481481481,0.066962962962963,1.91766723842196,4.21227995758218
1,30,113,2,4,3199,0.2286,1.0216,1.0897,6.2901,0.206518518518519,0.535703703703704,0.195259259259259,0.0625185185185185,2.76327116212339,5.53007743362832
1,30,114,4,4,2898,0.7545,1.0951,1.0458,17.0484,0.235555555555556,0.429333333333333,0.237925925925926,0.0971851851851852,2.37987421383648,4.53628019323672
1,30,112,3,2,3929,0.4788,1.0342,0.9138,9.2786,0.151111111111111,0.445037037037037,0.344888888888889,0.058962962962963,1.89411764705882,4.66079227696405
1,30,117,4,2,1123,1,1.0211,1.0501,19.2474,0.219851851851852,0.522666666666667,0.204148148148148,0.0533333333333333,2.47169811320755,3.9218253968254
1,30,89,2,2,3876,0.6732,1.0389,0.9787,10.1103,0.124148148148148,0.478222222222222,0.32,0.0776296296296296,1.71837708830549,5.73884138785626
1,30,79,4,2,1711,0.5169,1.0906,1.0545,16.3554,0.2,0.492148148148148,0.239407407407407,0.0684444444444444,1.98222222222222,2.98263696568332
1,30,72,4,2,3191,0.3298,0.9309,0.9177,10.6801,0.115851851851852,0.591703703703704,0.261925925925926,0.0305185185185185,1.50895140664962,4.96695042563846
1,30,111,2,4,2511,0.3945,0.9614,0.9066,19.8234,0.136296296296296,0.562666666666667,0.270814814814815,0.0302222222222222,2.24347826086957,7.71315955766193
1,30,86,2,2,1296,0.3913,1.099,0.9665,12.5973,0.173333333333333,0.487703703703704,0.283851851851852,0.0551111111111111,2.85470085470085,7.71671931956258
1,30,84,4,3,3150,0.2717,1.0956,0.9415,17.7422,0.201481481481481,0.417185185185185,0.307851851851852,0.0734814814814815,1.84411764705882,2.09733664772727
1,30,61,3,2,1115,0.7269,1.0491,1.057,7.1755,0.160888888888889,0.536296296296296,0.239407407407407,0.0634074074074074,2.1804788213628,5.19058011049724
1,30,102,2,4,1703,0.6191,1.0063,1.0817,15.0274,0.190222222222222,0.543111111111111,0.201777777777778,0.0648888888888889,2.47663551401869,5.66967812329514
1,30,96,4,1,3613,0.7167,1.0525,1.071,16.3468,0.251555555555556,0.468148148148148,0.184592592592593,0.0957037037037037,2.12956419316843,1.83527215189873
1,30,95,2,1,1598,0.816,1.0548,1.0403,15.1815,0.188740740740741,0.504,0.235555555555556,0.0717037037037037,2.47409733124019,6.19357436801881
1,30,103,4,2,3911,0.7028,1.0493,0.9703,10.8618,0.182222222222222,0.433481481481481,0.304296296296296,0.08,1.97073170731707,3.06666438824334
1,30,87,4,1,3140,0.9887,0.9436,0.9555,5.2865,0.111407407407407,0.555851851851852,0.294518518518519,0.0382222222222222,1.27127659574468,3.79113539445629
1,30,93,2,2,1719,0.8786,0.9688,0.9842,11.2766,0.164148148148148,0.530962962962963,0.257185185185185,0.0477037037037037,2.27075812274368,6.40896205357143
1,30,120,2,3,2377,0.5923,1.0204,1.0855,17.3767,0.19762962962963,0.541333333333333,0.192888888888889,0.0681481481481482,2.32683658170915,5.11961685823755
1,30,87,4,1,2807,0.2676,0.9607,1.0871,14.5184,0.179259259259259,0.582518518518519,0.182518518518519,0.0557037037037037,2.12231404958678,2.90602746693795
1,30,106,2,4,2751,0.5347,0.9585,1.0809,12.5485,0.175703703703704,0.586962962962963,0.176,0.0613333333333333,2.18549747048904,5.66058051489147
1,30,91,4,4,1392,0.6953,1.0882,0.9867,14.6551,0.219259259259259,0.471407407407407,0.261925925925926,0.0474074074074074,2.47297297297297,2.57351351351351
1,30,95,3,1,2572,0.2447,0.9456,0.9474,19.1538,0.123851851851852,0.58962962962963,0.248296296296296,0.0382222222222222,1.81818181818182,6.08442713567839
1,30,112,3,2,2143,0.4273,1.0767,1.0436,10.0696,0.224592592592593,0.457481481481481,0.244444444444444,0.0734814814814815,2.5065963060686,3.94132124352332
1,30,97,3,2,3511,0.7478,1.0274,1.0449,6.8748,0.19437037037037,0.505777777777778,0.213925925925926,0.0859259259259259,2.15243902439024,3.01792032806093
1,30,82,2,4,1489,0.5861,1.0613,1.0714,8.2047,0.157037037037037,0.541037037037037,0.236444444444444,0.0654814814814815,2.3811320754717,6.35654983570646
1,30,64,3,4,2837,0.4878,0.9613,0.9143,14.471,0.0832592592592593,0.563851851851852,0.315555555555556,0.0373333333333333,1.26690391459075,6.05872832369942
1,30,93,3,1,1420,0.8679,0.9376,0.9368,17.7298,0.12,0.559111111111111,0.277333333333333,0.0435555555555556,1.56543209876543,5.13327503974563
1,30,99,4,3,2139,0.2425,0.9545,0.9864,13.4231,0.16562962962963,0.564740740740741,0.220148148148148,0.0494814814814815,2.02146690518784,4.16107555089192
1,30,95,3,3,2348,0.9797,1.0549,1.0069,5.1482,0.17837037037037,0.480592592592593,0.270814814814815,0.0702222222222222,1.85714285714286,3.53077065351418
1,30,60,4,1,2635,0.2966,0.9539,1.0527,16.9657,0.134518518518519,0.61037037037037,0.201777777777778,0.0533333333333333,1.66079295154185,4.28632524271845
1,30,78,2,4,2259,0.9297,1.0696,0.9485,6.1844,0.132148148148148,0.457481481481481,0.346666666666667,0.0637037037037037,2,6.9558225388601
1,30,66,3,3,3125,0.4623,0.9956,0.9022,19.3524,0.0995555555555555,0.528,0.331851851851852,0.0405925925925926,1.35119047619048,5.855
1,30,110,3,3,2769,0.9491,1.0094,1.0286,10.0187,0.209481481481481,0.515851851851852,0.209185185185185,0.0654814814814815,2.26591230551627,4.05047099368179
1,30,70,3,4,2263,0.7886,1.0036,0.9822,6.2496,0.133333333333333,0.531851851851852,0.279407407407407,0.0554074074074074,1.77333333333333,5.80433426183844
1,30,102,3,4,1425,0.3593,0.9807,1.0267,7.7339,0.189333333333333,0.537777777777778,0.219555555555556,0.0533333333333333,2.40062597809077,5.24851239669422
1,30,92,2,1,1157,0.2909,1.0068,1.0139,10.8894,0.180444444444444,0.54162962962963,0.227259259259259,0.0506666666666667,2.8735632183908,7.21062910284464
1,30,86,3,1,1012,0.9095,1.0584,1.0197,7.1357,0.196148148148148,0.51762962962963,0.231703703703704,0.0545185185185185,2.45015105740181,5.22835718374356
1,30,112,3,4,1019,0.2841,0.9889,1.0688,12.5953,0.206222222222222,0.532444444444444,0.220444444444444,0.0408888888888889,2.76436781609195,6.12805787423484
1,30,67,2,2,3052,0.7187,0.9882,1.0298,7.2359,0.104888888888889,0.584,0.237037037037037,0.0740740740740741,1.72316384180791,6.16131405377981
1,30,91,2,3,1222,0.6806,0.9235,0.9405,15.8536,0.128,0.568888888888889,0.263407407407407,0.0397037037037037,2.15277777777778,7.23225520833333
1,30,71,3,3,3078,0.3455,0.9441,0.9397,15.3342,0.129481481481481,0.575703703703704,0.262222222222222,0.0325925925925926,1.80778032036613,5.3404065877509
1,30,70,2,1,2840,0.4951,0.9747,0.9239,18.8874,0.110222222222222,0.548444444444444,0.307851851851852,0.0334814814814815,1.75806451612903,6.9777093462993
1,30,90,2,2,2064,0.576,1.0268,0.9925,10.168,0.162074074074074,0.515259259259259,0.265185185185185,0.0574814814814815,2.12431444241316,6.07884416331225
1,30,114,4,2,1726,0.6466,0.9539,0.9219,5.1832,0.154666666666667,0.535407407407407,0.281185185185185,0.0287407407407407,1.90038314176245,3.91960708356392
1,30,80,3,1,2873,0.982,1.0235,0.9548,16.9051,0.11437037037037,0.496888888888889,0.333037037037037,0.0557037037037037,1.4300518134715,4.48954680977937
1,30,62,3,1,3010,0.7717,0.9796,1.0566,6.6664,0.128592592592593,0.596740740740741,0.194666666666667,0.08,1.52995391705069,4.30012909632572
1,30,112,4,3,2431,0.711,1.0188,1.0168,13.9037,0.201777777777778,0.502222222222222,0.234074074074074,0.0619259259259259,1.94713656387665,2.59297345132743
1,30,82,3,2,2783,0.4932,0.951,0.9047,11.9484,0.118518518518519,0.552592592592593,0.296888888888889,0.032,1.67,5.30448257372654
1,30,63,3,2,1800,0.6262,0.9358,0.9235,10.6234,0.121185185185185,0.557037037037037,0.287703703703704,0.0340740740740741,1.76039119804401,6.09024468085106
1,30,64,4,4,1255,0.5291,1.0991,0.9811,8.2209,0.16,0.499555555555556,0.283851851851852,0.0565925925925926,2.17777777777778,4.46683867141163
1,30,117,2,4,3640,0.9061,1.0382,0.9597,13.749,0.145185185185185,0.456592592592593,0.328,0.0702222222222222,1.89795918367347,5.60850746268657
1,30,95,4,3,3230,0.3454,1.0384,1.0575,8.5269,0.237037037037037,0.496888888888889,0.207407407407407,0.0586666666666667,2.3775,2.61128801431127
1,30,84,3,3,2779,0.7861,0.9851,0.9734,9.6484,0.145185185185185,0.511703703703704,0.288296296296296,0.0548148148148148,1.6734693877551,4.40568616097279
1,30,74,3,1,3501,0.2793,1.0008,0.9066,7.9079,0.11762962962963,0.54162962962963,0.301333333333333,0.0394074074074074,1.85390428211587,6.01818380743982
1,30,98,2,2,2331,0.2781,0.9528,1.0221,14.5589,0.154962962962963,0.585777777777778,0.218962962962963,0.0402962962962963,2.44359464627151,7.17713707637835
1,30,77,2,1,3795,0.7416,1.0828,1.0206,6.2848,0.173333333333333,0.422814814814815,0.296888888888889,0.106962962962963,2.12991452991453,4.3521023125438
1,30,69,2,3,1603,0.5841,1.0096,1.0115,15.0937,0.111703703703704,0.550222222222222,0.275555555555556,0.0625185185185185,1.72413793103448,6.92007539041465
1,30,98,3,3,3151,0.9125,0.9568,0.9701,7.8818,0.128592592592593,0.560296296296296,0.267555555555556,0.0435555555555556,1.62672811059908,5.24614489687996
1,30,93,2,4,3133,0.4349,0.9852,0.9888,7.8616,0.149037037037037,0.557925925925926,0.242666666666667,0.0503703703703704,2.15904572564612,6.04827403080191
1,30,118,4,3,1702,0.2239,0.9906,0.9897,17.2184,0.188444444444444,0.545777777777778,0.22637037037037,0.0394074074074074,2.22955974842767,3.39900108577633
1,30,102,2,2,2166,0.3799,0.9464,0.9317,11.5941,0.148148148148148,0.553777777777778,0.256592592592593,0.0414814814814815,2.32,6.87626003210273
1,30,83,4,2,3769,0.2801,0.9817,0.9285,9.0568,0.126814814814815,0.562074074074074,0.265777777777778,0.0453333333333333,1.54672897196262,3.47026357406431
1,30,95,4,1,1660,0.7737,0.968,1.0184,7.2773,0.168296296296296,0.555851851851852,0.228148148148148,0.0477037037037037,2.01056338028169,4.47194029850746
1,30,117,2,1,1069,0.4131,0.9139,0.9544,16.9589,0.174222222222222,0.560592592592593,0.228148148148148,0.037037037037037,2.65986394557823,6.94053382663848
1,30,73,2,3,3917,0.3007,0.9753,1.0176,7.8149,0.0968888888888889,0.593481481481481,0.246518518518519,0.0631111111111111,1.55351681957187,6.29831752371443
1,30,74,2,4,3093,0.2335,1.0003,1.083,10.8424,0.130666666666667,0.582814814814815,0.212444444444444,0.0740740740740741,1.98185941043084,6.44768174885613
1,30,78,2,4,3077,0.4952,0.9592,1.0671,9.8855,0.147555555555556,0.618074074074074,0.182518518518519,0.0518518518518519,2.01204819277108,5.18624161073826
1,30,107,4,1,1928,0.6869,0.909,0.9158,13.3628,0.165925925925926,0.552,0.260740740740741,0.0213333333333333,1.98928571428571,4.17326892109501
1,30,103,2,1,3072,0.7972,0.9713,1.075,13.4362,0.168592592592593,0.588740740740741,0.17037037037037,0.0722962962962963,2.33391915641476,5.02435832913941
1,30,65,4,1,3457,0.802,0.9791,0.9111,7.4122,0.0734814814814815,0.511407407407407,0.380444444444444,0.0346666666666667,1.12903225806452,5.53588644264195
1,30,102,4,3,2979,0.5802,1.0532,0.9853,8.0007,0.185481481481481,0.470814814814815,0.281777777777778,0.0619259259259259,2.11501597444089,2.64176211453744
1,30,95,3,3,1388,0.4993,0.9553,0.9096,5.9495,0.172444444444444,0.534518518518519,0.259259259259259,0.0337777777777778,2.37113402061856,5.84276053215078
1,30,63,2,2,2714,0.9736,0.9876,1.0374,17.1404,0.146666666666667,0.567703703703704,0.210666666666667,0.074962962962963,1.95555555555556,5.84459290187891
