"...1","trial_n","days","n","rb","rn","w","pph","ph","pp","k","pBrood","pHoney","pPollen","pEmpty","broodMetric","pollenRing"
1,1,30,84,4,4,2984,0.5319,1.0688,1.0264,13.8288,0.524444444444444,0.302222222222222,0.0705185185185185,0.102814814814815,5.1909604519774,5.37397058823529
1,2,30,80,3,1,2231,0.5307,0.9629,0.9291,18.1453,0.355555555555556,0.456592592592593,0.118814814814815,0.069037037037037,5.00666666666667,8.53320571057755
1,3,30,115,2,4,1358,0.5865,1.0771,1.0592,12.2975,0.446222222222222,0.365333333333333,0.0731851851851852,0.115259259259259,4.7742363877822,6.15696674776967
1,4,30,117,4,3,1290,0.4209,0.9007,0.9695,9.2696,0.408296296296296,0.434074074074074,0.0773333333333333,0.0802962962962963,4.71843251088534,5.70905119453925
1,5,30,90,3,3,1920,0.6048,0.913,1.0844,9.1422,0.386962962962963,0.404444444444444,0.064,0.144592592592593,4.43797856049005,5.94272527472527
1,6,30,87,4,3,3191,0.5277,0.9139,1.0632,15.72,0.378074074074074,0.391407407407407,0.0482962962962963,0.182222222222222,4.29153605015674,5.90261922785768
1,7,30,66,2,3,3605,0.418,0.9714,0.9821,16.7028,0.422814814814815,0.397037037037037,0.0527407407407407,0.127407407407407,4.89978976874562,6.33161194029851
1,8,30,66,4,1,3164,0.6266,0.9508,0.909,11.0192,0.307851851851852,0.403851851851852,0.162074074074074,0.126222222222222,4.51588065447546,6.94560528246515
1,9,30,101,2,4,2659,0.6414,0.9606,1.0041,10.5334,0.481185185185185,0.322074074074074,0.0571851851851852,0.139555555555556,4.83128078817734,5.86017479300828
1,11,30,72,3,1,2652,0.3975,0.9755,0.9253,12.0929,0.331851851851852,0.427851851851852,0.133925925925926,0.10637037037037,4.57142857142857,8.28567867036011
1,12,30,81,3,2,2742,0.5818,1.0594,0.9573,10.5625,0.410666666666667,0.348444444444444,0.113185185185185,0.127703703703704,4.82251082251082,6.6641156462585
1,13,30,108,2,1,2948,0.4901,1.0392,1.0473,17.0159,0.367111111111111,0.458074074074074,0.0957037037037037,0.0791111111111111,4.93462469733656,8.21196636481242
1,14,30,62,3,2,2422,0.3048,0.9321,1.0613,11.6173,0.360888888888889,0.428148148148148,0.108740740740741,0.102222222222222,4.80131362889984,7.41656747404844
1,15,30,88,3,1,1045,0.3357,1.0068,1.0212,12.7038,0.343111111111111,0.440592592592593,0.162962962962963,0.0533333333333333,5.01381692573402,8.46989240080699
1,16,30,60,4,3,3015,0.2769,0.9188,1.0403,5.4886,0.386962962962963,0.468148148148148,0.0397037037037037,0.105185185185185,4.67381316998469,5.44457594936709
1,17,30,77,2,4,3043,0.7019,0.919,0.9593,19.6758,0.412444444444444,0.401777777777778,0.0722962962962963,0.113481481481481,5.05459770114942,7.54303097345133
1,18,30,99,3,3,2712,0.5349,1.0194,1.0069,12.4222,0.428740740740741,0.363851851851852,0.069037037037037,0.13837037037037,4.7519004837595,6.38671009771987
1,19,30,108,4,4,2880,0.4166,0.9829,1.075,15.0597,0.500148148148148,0.346962962962963,0.0474074074074074,0.105481481481481,4.96682464454976,5.72630230572161
1,20,30,89,3,4,3716,0.8499,1.0956,1.066,6.172,0.530074074074074,0.197037037037037,0.0832592592592593,0.18962962962963,4.92901062045836,4.60533834586466
1,21,30,108,4,3,2521,0.8203,0.9637,0.979,19.4842,0.440296296296296,0.396740740740741,0.0420740740740741,0.120888888888889,4.85733512786003,6.53404779686333
1,22,30,90,2,4,1928,0.6859,0.9796,1.0119,16.2056,0.490074074074074,0.355259259259259,0.050962962962963,0.103703703703704,5.00725513905683,6.18109257714762
1,23,30,118,2,3,1884,0.2827,0.9164,0.9539,8.0892,0.4,0.43762962962963,0.0699259259259259,0.0924444444444444,4.73925925925926,6.24675016926202
1,24,30,94,4,4,2195,0.9375,0.9017,1.0094,16.9578,0.470518518518519,0.364444444444444,0.0382222222222222,0.126814814814815,4.83627204030227,5.92091056910569
1,25,30,95,3,2,2876,0.4042,0.9023,1.0442,15.5406,0.413037037037037,0.424296296296296,0.0758518518518519,0.0868148148148148,5.0416068866571,7.20344273743017
1,26,30,91,2,3,1869,0.7238,0.9394,0.9676,18.5548,0.421037037037037,0.404148148148148,0.0574814814814815,0.117333333333333,4.954257565095,6.6708724340176
1,27,30,110,4,2,2441,0.4739,0.9796,0.9572,15.7965,0.409777777777778,0.415407407407407,0.0755555555555556,0.0992592592592593,4.89949385394071,7.1206847360913
1,28,30,71,3,4,2999,0.8408,1.0994,1.08,12.4636,0.452444444444444,0.288888888888889,0.093037037037037,0.16562962962963,4.90766208251473,5.61445128205128
1,29,30,114,2,4,2847,0.8468,0.9097,1.0447,11.2517,0.483555555555556,0.355555555555556,0.0488888888888889,0.112,5.0343137254902,5.6548
1,30,30,107,3,2,2104,0.6195,0.9058,0.9621,10.3926,0.402666666666667,0.411851851851852,0.0725925925925926,0.112888888888889,4.72847682119205,7.05396402877698
1,31,30,109,3,4,2395,0.2248,1.0329,0.9777,8.9394,0.457777777777778,0.336,0.0859259259259259,0.120296296296296,4.60970873786408,5.19835978835979
1,32,30,85,2,3,2129,0.321,1.07,1.0604,14.7363,0.388444444444444,0.394666666666667,0.0764444444444444,0.140444444444444,4.54309687261632,6.61537537537538
1,33,30,81,3,2,1096,0.5988,0.9393,1.0773,5.8579,0.378666666666667,0.463407407407407,0.0637037037037037,0.0942222222222222,4.48200312989045,5.64316496163683
1,34,30,75,3,2,2275,0.9082,1.0083,1.0185,16.2985,0.421925925925926,0.416592592592593,0.0622222222222222,0.0992592592592593,5.00280898876404,7.2103627311522
1,35,30,118,2,4,1710,0.4583,0.9685,0.9956,13.4172,0.47437037037037,0.374222222222222,0.0533333333333333,0.0980740740740741,4.88569643972517,5.85091844813935
1,36,30,87,4,2,2897,0.2982,1.0798,0.9011,17.7017,0.313777777777778,0.454222222222222,0.0927407407407407,0.139259259259259,4.59678942398489,7.35606653620352
1,37,30,79,4,3,1440,0.4906,1.0205,0.9097,12.7949,0.359111111111111,0.38962962962963,0.109925925925926,0.141333333333333,4.4009900990099,5.95190114068441
1,38,30,76,2,4,1140,0.4489,0.931,1.0565,6.3296,0.346962962962963,0.468148148148148,0.0776296296296296,0.107259259259259,4.49017933390265,6.65991139240506
