"","days","n","rb","rn","w","pph","ph","pp","k","pBrood","pHoney","pPollen","pEmpty"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0
"2",10,100,2,2,3994,0.5071,1.0699,0.9084,11.2757,0.252148148148148,0.437333333333333,0.157333333333333,0.153185185185185
