"...1","trial_n","type","days","n","rb","rn","w","pph","ph","pp","k","bhd","wha","qha","pBrood","pHoney","pPollen","pEmpty","pBroodHeat","pHoneyHeat","pPollenHeat","pEmptyHeat","broodMetric","pollenRing"
1,1,"all",30,84,2,4,2088,0.7377,0.9296,1.0785,17.5292,0.4954,0.061,0.2378,0.0272592592592593,0.652444444444444,0.0539259259259259,0.26637037037037,0.0708446866485014,0.634877384196185,0.0517711171662125,0.242506811989101,1.17391304347826,10.0122343324251
1,2,"all",30,118,3,3,1179,0.4951,0.9596,1.0769,15.4023,0.8564,0.4584,0.9442,0.0100740740740741,0.661037037037037,0.0954074074074074,0.233481481481481,0,0.653950953678474,0.220708446866485,0.125340599455041,0.647058823529412,18.625105333931
1,3,"all",30,87,2,1,3369,0.6791,1.0885,1.0806,15.4921,0.2827,0.5047,0.5463,0.103111111111111,0.326222222222222,0.175703703703704,0.394962962962963,0,0.490463215258856,0.386920980926431,0.122615803814714,1.80459770114943,7.6167029972752
1,4,"all",30,83,3,1,2850,0.7742,0.9133,1.091,19.84,0.0808,0.3987,0.6225,0.262518518518519,0.455111111111111,0.15762962962963,0.124740740740741,0.00544959128065395,0.50408719346049,0.463215258855586,0.0272479564032698,4.43566591422122,8.58959635416667
1,5,"all",30,88,4,2,1789,0.8659,1.0988,1.064,14.7647,0.6503,0.2383,0.2754,0.0213333333333333,0.554666666666667,0.0921481481481481,0.331851851851852,0,0.599455040871935,0.119891008174387,0.280653950953678,0.833333333333333,13.8137553418803
1,6,"all",30,71,3,2,1465,0.3982,0.9492,0.9407,11.8478,0.221,0.9228,0.3329,0.113777777777778,0.473481481481482,0.162962962962963,0.249777777777778,0.136239782016349,0.430517711171662,0.264305177111717,0.168937329700272,2.41666666666667,7.88760325406758
1,7,"all",30,120,3,1,3806,0.8248,0.9027,0.9177,14.2062,0.5425,0.3538,0.9225,0.0616296296296296,0.626074074074074,0.108740740740741,0.203555555555556,0,0.735694822888283,0.171662125340599,0.0926430517711172,2,15.32971604354
1,8,"all",30,93,4,2,3697,0.8635,1.0702,0.9924,9.2146,0.9688,0.3303,0.7681,0,0.507555555555556,0.037037037037037,0.455407407407407,0,0.564032697547684,0.0463215258855586,0.389645776566757,NA,999
1,9,"all",30,64,4,3,2060,0.7143,0.9418,1.0991,19.9346,0.0273,0.5593,0.2648,0.343703703703704,0.427555555555556,0.0708148148148148,0.157925925925926,0.365122615803815,0.403269754768392,0.0926430517711172,0.138964577656676,4.35862068965517,7.13169092169092
1,10,"all",30,116,4,4,3213,0.8866,1.0308,0.9808,19.2604,0.1842,0.4012,0.3393,0.219555555555556,0.331259259259259,0.111703703703704,0.337481481481481,0.4141689373297,0.332425068119891,0.0980926430517711,0.155313351498638,2.83400809716599,5.93104651162791
1,11,"all",30,120,2,2,1008,0.96,0.9418,1.0517,8.7034,0.5105,0.7535,0.0497,0.0337777777777778,0.608592592592593,0.090962962962963,0.266666666666667,0.00544959128065395,0.523160762942779,0.253405994550409,0.217983651226158,1.2280701754386,9.7113388510224
1,12,"all",30,110,2,2,3647,0.2282,0.9894,0.9271,7.682,0.1513,0.4136,0.3741,0.269925925925926,0.374518518518519,0.11762962962963,0.237925925925926,0.256130790190736,0.356948228882834,0.0926430517711172,0.294277929155313,3.43798024149286,6.62027689873418
1,13,"all",30,98,4,2,3504,0.6575,0.9108,1.0227,19.8006,0.1384,0.1663,0.061,0.243259259259259,0.444444444444444,0.0722962962962963,0.24,0.0762942779291553,0.498637602179836,0.149863760217984,0.275204359673025,3.3836784409257,7.20954
1,14,"all",30,111,3,4,1908,0.5266,1.0197,1.0219,11.3436,0.4702,0.8304,0.0422,0.0888888888888889,0.429333333333333,0.124740740740741,0.357037037037037,0.182561307901907,0.435967302452316,0.149863760217984,0.231607629427793,1.68666666666667,7.97044858523119
1,15,"all",30,76,3,2,1295,0.5657,0.9917,1.0725,15.266,0.6091,0.2572,0.7539,0.0186666666666667,0.66162962962963,0.0844444444444444,0.235259259259259,0,0.689373297002725,0.168937329700272,0.141689373297003,0.444444444444444,9.85592476489028
1,16,"all",30,76,4,1,3149,0.6274,1.0635,1.0709,17.1558,0.1404,0.6,0.5076,0.22162962962963,0.372444444444444,0.16237037037037,0.243555555555556,0.0572207084468665,0.493188010899183,0.310626702997275,0.138964577656676,3.33422459893048,6.04884645982498
1,17,"all",30,98,3,2,3635,0.4988,1.0652,1.0571,8.7304,0.2126,0.7207,0.4743,0.251555555555556,0.189333333333333,0.125925925925926,0.433185185185185,0.174386920980926,0.397820163487738,0.160762942779292,0.267029972752044,2.74440518256773,3.769593114241
1,18,"all",30,76,4,1,1110,0.9341,1.0409,0.9677,9.9406,0.2136,0.4637,0.39,0.104296296296296,0.491259259259259,0.136296296296296,0.268148148148148,0.0735694822888283,0.46866485013624,0.198910081743869,0.258855585831063,1.88636363636364,5.02129071170084
1,19,"all",30,89,3,4,3420,0.365,0.9615,1.003,15.8594,0.2554,0.7504,0.6725,0.158814814814815,0.376296296296296,0.0936296296296296,0.371259259259259,0.0136239782016349,0.553133514986376,0.313351498637602,0.119891008174387,2.27611940298507,6.54956692913386
1,20,"all",30,100,4,4,3886,0.9239,1.095,1.0685,8.2162,0.8994,0.3939,0.615,0,0.326518518518519,0.0361481481481482,0.637333333333333,0,0.452316076294278,0.0354223433242507,0.512261580381471,NA,999
1,21,"all",30,67,2,2,3694,0.3384,1.0236,0.9937,13.4018,0.4533,0.243,0.9952,0.034962962962963,0.561481481481481,0.103703703703704,0.299851851851852,0,0.645776566757493,0.14441416893733,0.209809264305177,1,15.8850131926121
1,22,"all",30,67,4,1,3250,0.4984,1.0157,0.935,12.7839,0.403,0.68,0.5616,0.0708148148148148,0.463111111111111,0.127111111111111,0.338962962962963,0,0.591280653950954,0.201634877384196,0.20708446866485,2.14225941422594,11.1356429942418
1,23,"all",30,109,2,1,3410,0.557,0.9089,0.9352,14.6605,0.6622,0.0656,0.2765,0.00237037037037037,0.810074074074074,0.0296296296296296,0.157925925925926,0,0.847411444141689,0.0272479564032698,0.125340599455041,0.5,20.152307973665
1,24,"all",30,64,3,2,1798,0.2607,0.9331,1.0677,12.0519,0.923,0.0499,0.1351,0,0.757333333333333,0.135703703703704,0.106962962962963,0,0.681198910081744,0.201634877384196,0.11716621253406,NA,999
1,25,"all",30,60,4,3,1901,0.6973,0.9968,1.0576,5.2162,0.3342,0.7091,0.7412,0.069037037037037,0.545185185185185,0.0616296296296296,0.324148148148148,0,0.632152588555858,0.163487738419619,0.204359673024523,1.1931330472103,9.4473152173913
1,26,"all",30,99,3,2,1846,0.6733,0.9396,0.9348,6.2611,0.5794,0.4389,0.763,0.0284444444444444,0.661925925925926,0.056,0.25362962962963,0,0.730245231607629,0.0899182561307902,0.17983651226158,0.9375,10.7137914055506
1,27,"all",30,82,4,4,3491,0.8415,0.9008,1.0001,19.6358,2e-04,0.2178,0.1339,0.417777777777778,0.371851851851852,0.0308148148148148,0.179555555555556,0.487738419618529,0.177111716621253,0.0517711171662125,0.283378746594005,4.50212765957447,6.38290836653386
1,28,"all",30,101,4,4,1031,0.3759,0.9469,1.0281,10.562,0.2497,0.9796,0.5661,0.13362962962963,0.494518518518519,0.122074074074074,0.249777777777778,0.0354223433242507,0.457765667574932,0.283378746594005,0.223433242506812,1.89356984478936,5.0100958657879
1,29,"all",30,89,2,4,1735,0.4325,1.0151,0.9023,11.3439,0.9352,0.6539,0.3326,0,0.638814814814815,0.112296296296296,0.248888888888889,0,0.596730245231608,0.223433242506812,0.17983651226158,NA,999
1,30,"all",30,70,4,1,1868,0.5358,1.0956,0.9286,17.4702,0.3207,0.136,0.6801,0.0740740740740741,0.453037037037037,0.263703703703704,0.209185185185185,0,0.506811989100817,0.444141689373297,0.0490463215258856,2.144,10.9611249182472
1,31,"all",30,61,4,4,1742,0.5636,1.0159,0.9262,17.1879,0.3845,0.9451,0.1176,0.0426666666666667,0.474666666666667,0.170074074074074,0.312592592592593,0.0326975476839237,0.44141689373297,0.228882833787466,0.29700272479564,0.930555555555556,6.38197877652934
1,32,"all",30,97,3,2,3198,0.9526,1.0931,0.9041,14.6128,0.9783,0.228,0.0035,0,0.422222222222222,0.365037037037037,0.212740740740741,0,0.44141689373297,0.376021798365123,0.182561307901907,NA,999
1,33,"all",30,70,3,1,2753,0.8702,1.0702,1.0813,6.7825,0.9084,0.7908,0.306,0,0.43762962962963,0.0402962962962963,0.522074074074074,0,0.607629427792916,0.0926430517711172,0.299727520435967,NA,999
1,34,"all",30,111,3,4,2458,0.6306,1.0802,0.9045,12.6561,0.5269,0.3596,0.7068,0.0746666666666667,0.389925925925926,0.168,0.367407407407407,0,0.534059945504087,0.354223433242507,0.111716621253406,1.63492063492063,9.46237082066869
1,35,"all",30,62,3,4,3931,0.5301,0.9223,1.0349,18.9606,0.7919,0.9223,0.6381,0,0.680592592592593,0.0548148148148148,0.264592592592593,0,0.62125340599455,0.190735694822888,0.188010899182561,NA,999
1,36,"all",30,117,4,2,1617,0.2384,0.9888,1.0002,9.4682,0.3162,0.9811,0.1979,0.110222222222222,0.465185185185185,0.187851851851852,0.236740740740741,0.147138964577657,0.44141689373297,0.272479564032698,0.138964577656676,2.17741935483871,6.92097452229299
1,37,"all",30,117,4,3,1699,0.6729,1.0854,1.0166,13.2576,0.3821,0.3534,0.8984,0.137185185185185,0.450962962962963,0.134518518518519,0.277333333333333,0,0.640326975476839,0.280653950953678,0.0790190735694823,2.52267818574514,11.0668791064389
1,38,"all",30,61,3,3,1084,0.5072,0.9424,1.0704,15.8951,0.5122,0.6876,0.706,0.0364444444444444,0.598814814814815,0.118518518518519,0.246222222222222,0,0.572207084468665,0.299727520435967,0.128065395095368,1.2520325203252,11.3087085601188
1,39,"all",30,80,4,4,2700,0.8209,1.0174,1.0696,11.5801,0.5328,0.5158,0.2541,0.0459259259259259,0.538074074074074,0.0494814814814815,0.366518518518519,0.0408719346049046,0.485013623978202,0.0408719346049046,0.433242506811989,0.683870967741935,4.65536343612335
1,40,"all",30,81,3,1,3143,0.729,1.0026,1.0279,11.8848,0.2058,0.6125,0.1899,0.136,0.410962962962963,0.201481481481481,0.251555555555556,0.277929155313351,0.291553133514986,0.0844686648501362,0.346049046321526,2.88453159041394,6.46905551550108
1,1,"all",30,84,4,2,2429,0.3392,1.0972,1.0096,9.9995,0.8993,0.8429,0.1268,0,0.393777777777778,0.105185185185185,0.501037037037037,0,0.547683923705722,0.226158038147139,0.226158038147139,NA,999
1,2,"all",30,64,4,4,2062,0.5629,1.0097,0.9627,15.8145,0.6519,0.8819,0.4088,0.0139259259259259,0.555555555555556,0.105481481481481,0.325037037037037,0,0.523160762942779,0.247956403269755,0.228882833787466,0.425531914893617,10.8492746666667
1,3,"all",30,93,4,2,1116,0.7907,0.9366,0.998,6.2469,0.4749,0.904,0.0027,0.0228148148148148,0.620444444444444,0.102814814814815,0.253925925925926,0.0572207084468665,0.493188010899183,0.267029972752044,0.182561307901907,0.441558441558442,6.24845749761223
1,4,"all",30,105,4,2,3521,0.5835,1.0947,0.9446,6.4218,0.7008,0.907,0.0488,0.0577777777777778,0.115259259259259,0.11762962962963,0.709333333333333,0.0217983651226158,0.422343324250681,0.185286103542234,0.370572207084469,0.861538461538462,5.68717223650386
1,5,"all",30,75,4,4,1518,0.809,0.957,1.0763,13.8031,0.4176,0.0415,0.6995,0.0728888888888889,0.60237037037037,0.0832592592592593,0.241481481481481,0,0.724795640326976,0.204359673024523,0.0708446866485014,1.86178861788618,9.30600590260699
1,6,"all",30,85,2,2,1837,0.8167,1.0254,0.9347,5.4683,0.7706,0.5678,0.1953,0.00325925925925926,0.648,0.0518518518518519,0.296888888888889,0,0.634877384196185,0.0871934604904632,0.277929155313351,0,17.6511888431642
1,7,"all",30,71,3,4,1096,0.8498,0.9962,1.0961,7.1401,0.4657,0.7134,0.8858,0.0228148148148148,0.642962962962963,0.0708148148148148,0.263407407407407,0,0.632152588555858,0.155313351498638,0.212534059945504,0.597402597402597,9.96626728110599
1,8,"all",30,102,3,2,2400,0.3358,0.9767,1.0274,12.8805,0.4134,0.5271,0.5944,0.0936296296296296,0.509925925925926,0.106074074074074,0.29037037037037,0,0.623978201634877,0.245231607629428,0.130790190735695,2.0506329113924,7.56920395119117
1,9,"all",30,109,2,2,3154,0.468,1.0613,1.0895,5.9066,0.2466,0.9291,0.9476,0.204740740740741,0.171851851851852,0.135407407407407,0.488,0,0.550408719346049,0.305177111716621,0.14441416893733,3.28798842257598,15.8031379310345
1,10,"all",30,104,3,2,3612,0.5796,1.0361,1.0757,12.5481,0.765,0.8692,0.4137,0,0.375111111111111,0.0545185185185185,0.57037037037037,0,0.577656675749319,0.149863760217984,0.272479564032698,NA,999
1,11,"all",30,97,2,3,1664,0.3695,1.0197,0.988,12.9271,0.9152,0.6019,0.8554,0,0.673777777777778,0.0977777777777778,0.228444444444444,0,0.594005449591281,0.204359673024523,0.201634877384196,NA,999
1,12,"all",30,63,2,4,3493,0.7717,0.9898,1.0007,6.1133,0.2741,0.1646,0.4559,0.0675555555555555,0.571555555555556,0.0337777777777778,0.327111111111111,0.106267029972752,0.444141689373297,0.0354223433242507,0.4141689373297,1.21929824561404,6.59856920684292
1,13,"all",30,89,2,3,3732,0.6447,1.0473,0.9466,12.4953,0.26,0.2568,0.6651,0.12,0.343407407407407,0.156444444444444,0.380148148148148,0.00544959128065395,0.539509536784741,0.343324250681199,0.111716621253406,2.20246913580247,7.32802415875755
1,14,"all",30,111,2,1,1377,0.374,1.0045,0.967,7.5603,0.8396,0.7945,0.1266,0,0.656888888888889,0.118814814814815,0.224296296296296,0,0.561307901907357,0.256130790190736,0.182561307901907,NA,999
1,15,"all",30,120,3,4,3012,0.4667,1.031,0.9161,14.2718,0.9363,0.524,0.1183,0,0.611555555555556,0.0586666666666667,0.329777777777778,0,0.670299727520436,0.0762942779291553,0.253405994550409,NA,999
1,16,"all",30,88,3,2,1075,0.7216,0.9899,1.0614,18.8216,0.3303,0.213,0.8204,0.0714074074074074,0.538962962962963,0.136592592592593,0.253037037037037,0,0.62125340599455,0.307901907356948,0.0708446866485014,1.49377593360996,10.6239087410665
1,17,"all",30,70,4,3,1185,0.2218,0.9975,1.0407,16.8728,0.6377,0.1404,0.2976,0.0139259259259259,0.599407407407407,0.196444444444444,0.190222222222222,0.0163487738419619,0.555858310626703,0.247956403269755,0.17983651226158,0.638297872340426,11.9981809194266
1,18,"all",30,60,2,2,2694,0.3348,0.9085,1.0876,11.5669,0.9491,0.7658,0.9576,0,0.766518518518518,0.0642962962962963,0.169185185185185,0,0.629427792915531,0.171662125340599,0.198910081743869,NA,999
1,19,"all",30,118,2,4,3427,0.4874,0.906,0.9605,19.923,0.3624,0.9096,0.8814,0.128296296296296,0.43437037037037,0.164148148148148,0.273185185185185,0,0.577656675749319,0.354223433242507,0.0681198910081744,2.84064665127021,16.0228717598909
1,20,"all",30,105,3,3,3104,0.4641,1.0044,0.989,10.3453,0.1631,0.1356,0.57,0.195555555555556,0.409185185185185,0.101925925925926,0.293333333333333,0.0272479564032698,0.536784741144414,0.264305177111717,0.171662125340599,2.62727272727273,6.91938450398262
1,21,"all",30,73,2,2,1441,0.4877,0.9983,1.0993,19.7411,0.333,0.7701,0.6649,0.0903703703703704,0.501925925925926,0.142518518518519,0.265185185185185,0,0.55858310626703,0.329700272479564,0.111716621253406,2.57704918032787,12.3658382526564
1,22,"all",30,118,3,2,1237,0.9437,0.9573,0.9801,14.789,0.0115,0.016,0.6157,0.383111111111111,0.430518518518519,0.0900740740740741,0.0962962962962963,0.174386920980926,0.416893732970027,0.291553133514986,0.11716621253406,4.87548337200309,7.14535443909153
1,23,"all",30,101,3,3,2705,0.8594,1.0105,0.9972,14.0784,0.4522,0.4511,0.598,0.0631111111111111,0.496888888888889,0.0945185185185185,0.345481481481482,0,0.64850136239782,0.204359673024523,0.147138964577657,1.74647887323944,8.16233750745379
1,24,"all",30,86,2,2,3397,0.7946,0.9209,0.9142,12.5888,0.6662,0.2285,0.7627,0,0.791407407407407,0.0275555555555556,0.181037037037037,0,0.801089918256131,0.0326975476839237,0.166212534059946,NA,999
1,25,"all",30,69,3,1,1537,0.8652,0.9493,1.0313,12.6647,0.5072,0.8286,0.3101,0.026962962962963,0.58637037037037,0.105481481481481,0.281185185185185,0.0599455040871935,0.509536784741144,0.231607629427793,0.198910081743869,0.703296703296703,8.61340070742799
1,26,"all",30,86,4,4,2763,0.6286,1.0408,1.0893,6.4228,0.6838,0.197,0.3737,0.0195555555555556,0.630814814814815,0.0391111111111111,0.310518518518519,0.00544959128065395,0.659400544959128,0.0517711171662125,0.283378746594005,0.515151515151515,8.92296852982621
1,27,"all",30,65,4,1,1304,0.2419,0.9314,0.953,5.3502,0.5471,0.1282,0.4535,0.00651851851851852,0.66962962962963,0.217185185185185,0.106666666666667,0.00272479564032698,0.67574931880109,0.250681198910082,0.0708446866485014,0.363636363636364,13.5537300884956
1,28,"all",30,117,4,4,2493,0.3229,1.0307,0.9943,10.8544,0.6414,0.9041,0.5804,0.0616296296296296,0.382518518518519,0.113185185185185,0.442666666666667,0.00272479564032698,0.523160762942779,0.288828337874659,0.185286103542234,1.04807692307692,7.87158017041053
1,29,"all",30,68,2,2,2704,0.7154,0.996,1.096,10.061,0.9346,0.4148,0.9783,0,0.71437037037037,0.0334814814814815,0.252148148148148,0,0.711171662125341,0.0463215258855586,0.242506811989101,NA,999
1,30,"all",30,87,3,2,3158,0.3156,0.9882,0.9183,16.2427,0.4415,0.2008,0.7533,0.0471111111111111,0.554666666666667,0.174814814814815,0.223407407407407,0,0.651226158038147,0.280653950953678,0.0681198910081744,1.54716981132075,12.9398664529915
1,31,"all",30,100,3,4,2838,0.9618,0.9541,1.0289,19.0318,0.9961,0.2008,0.1024,0,0.799703703703704,0.0124444444444444,0.187851851851852,0,0.773841961852861,0.0190735694822888,0.20708446866485,NA,999
1,32,"all",30,119,4,4,3901,0.6551,0.9515,0.9844,9.5379,0.3773,0.2696,0.2727,0.101333333333333,0.557925925925926,0.0417777777777778,0.298962962962963,0.0136239782016349,0.626702997275204,0.114441416893733,0.245231607629428,1.62573099415205,5.33198088157196
1,33,"all",30,62,2,3,3209,0.258,0.9059,0.9769,9.3814,0.248,0.1411,0.3865,0.0512592592592593,0.701037037037037,0.0717037037037037,0.176,0.228882833787466,0.460490463215259,0.0163487738419619,0.294277929155313,1.94219653179191,8.76423922231615
1,34,"all",30,77,2,1,2481,0.4205,0.9579,0.9257,14.4785,0.8757,0.4241,0.4425,0,0.723851851851852,0.0637037037037037,0.212444444444444,0,0.653950953678474,0.138964577656676,0.20708446866485,NA,999
1,35,"all",30,86,3,3,3330,0.698,0.9571,1.0814,14.4215,0.4091,0.6311,0.7657,0.0805925925925926,0.507555555555556,0.0862222222222222,0.32562962962963,0,0.700272479564033,0.204359673024523,0.0953678474114441,1.82352941176471,14.4052656158786
1,36,"all",30,109,3,1,1999,0.9387,1.0899,1.0732,13.6381,0.7963,0.5625,0.5313,0.0106666666666667,0.510814814814815,0.0785185185185185,0.4,0,0.62125340599455,0.106267029972752,0.272479564032698,0.388888888888889,12.357024361949
1,37,"all",30,81,4,4,2808,0.5634,0.9222,0.9025,7.6241,0.0645,0.9026,0.3101,0.358518518518519,0.306666666666667,0.0859259259259259,0.248888888888889,0.307901907356948,0.419618528610354,0.212534059945504,0.0599455040871935,3.67107438016529,4.70939130434783
1,38,"all",30,83,2,1,1078,0.8405,0.9015,1.0855,17.6111,0.912,0.2967,0.6864,0,0.768592592592593,0.0488888888888889,0.182518518518519,0,0.722070844686649,0.0653950953678474,0.212534059945504,NA,999
1,39,"all",30,60,4,1,1674,0.8184,1.0124,0.9136,18.4248,0.133,0.1565,0.0071,0.0954074074074074,0.470222222222222,0.207407407407407,0.226962962962963,0.158038147138965,0.405994550408719,0.231607629427793,0.204359673024523,2.05590062111801,8.46246376811594
1,40,"all",30,68,4,2,1880,0.5413,0.9622,0.9299,11.1888,0.1381,0.4122,0.5627,0.177481481481481,0.440888888888889,0.122074074074074,0.259555555555556,0.0817438692098093,0.449591280653951,0.188010899182561,0.280653950953678,2.74123539232053,6.72698252688172
1,1,"all",30,108,2,2,3756,0.7975,0.9063,0.9318,17.4304,0.5284,0.1919,0.5597,0.0228148148148148,0.632296296296296,0.0826666666666667,0.262222222222222,0.00817438692098093,0.711171662125341,0.149863760217984,0.130790190735695,0.779220779220779,10.1705248359888
1,2,"all",30,108,3,3,3486,0.6415,0.9909,0.9391,19.8783,0.6244,0.981,0.8833,0.0358518518518519,0.326222222222222,0.151703703703704,0.486222222222222,0,0.509536784741144,0.332425068119891,0.158038147138965,0.859504132231405,16.9050590372389
1,3,"all",30,62,4,3,1788,0.5248,0.9646,1.0662,6.283,0.2609,0.1384,0.1201,0.0613333333333333,0.629037037037037,0.0548148148148148,0.254814814814815,0.108991825613079,0.572207084468665,0.0435967302452316,0.275204359673025,1.29468599033816,7.1523410268488
1,4,"all",30,71,4,1,1759,0.7259,1.0181,1.0143,16.8202,0.5991,0.8574,0.4826,0.0237037037037037,0.541037037037037,0.123259259259259,0.312,0.0108991825613079,0.534059945504087,0.228882833787466,0.226158038147139,0.575,7.79671412924425
1,5,"all",30,79,2,2,3278,0.2511,0.9868,1.0755,14.2134,0.1378,0.626,0.0847,0.149925925925926,0.404740740740741,0.155259259259259,0.290074074074074,0.177111716621253,0.397820163487738,0.182561307901907,0.242506811989101,2.35573122529644,7.14312591508053
