"...1","trial_n","type","days","n","rb","rn","w","pph","ph","pp","k","bhd","wha","qha","pBrood","pHoney","pPollen","pEmpty","pBroodHeat","pHoneyHeat","pPollenHeat","pEmptyHeat","broodMetric","pollenRing"
1,4,"queen",30,69,2,2,3738,0.774,1.0007,1.0737,5.0183,0.1756,0.7161,0.232,0.0162962962962963,0.982222222222222,0,0.00148148148148148,0,1,0,0,0.436363636363636,11.9749653092006
1,5,"queen",30,99,4,3,2119,0.871,0.9282,1.0322,13.8769,0.4121,0.4413,0.1816,0.077037037037037,0.912888888888889,0,0.0100740740740741,0,1,0,0,2.50769230769231,10.7861538461538
1,6,"queen",30,79,3,2,1574,0.3645,0.9792,0.9082,6.2527,0.3603,0.0802,3.4671,0.323555555555556,0.601185185185185,0,0.0752592592592593,0.182561307901907,0.732970027247956,0,0.0844686648501362,4.1959706959707,5.96549531789059
1,7,"queen",30,85,4,4,1217,0.9075,0.9758,0.9883,9.22,0.8253,0.4497,4.9228,0.193777777777778,0.785777777777778,0,0.0204444444444444,0.0926430517711172,0.885558583106267,0,0.0217983651226158,2.9388379204893,5.68420060331825
1,8,"queen",30,67,4,3,2904,0.3649,1.0532,1.034,6.4411,0.8454,0.227,1.906,0.245333333333333,0.700148148148148,0,0.0545185185185185,0.0190735694822888,0.980926430517711,0,0,4.07246376811594,6.12067710537452
1,9,"queen",30,77,4,3,2219,0.7933,1.0367,1.023,7.5573,0.5692,0.4211,0.2131,0.108740740740741,0.883555555555556,0,0.0077037037037037,0,1,0,0,3.06811989100817,9.97781690140845
1,10,"queen",30,77,4,4,1106,0.8337,1.0477,1.0678,8.3359,0.5271,0.8433,0.2649,0.164740740740741,0.779259259259259,0.0115555555555556,0.0444444444444444,0,0.891008174386921,0.106267029972752,0.00272479564032698,3.81294964028777,9.13430798479087
1,11,"queen",30,104,4,1,1367,0.622,1.024,1.0336,6.9461,0.8607,0.9195,4.7643,0.277037037037037,0.645925925925926,0.0231111111111111,0.0539259259259259,0.0517711171662125,0.732970027247956,0.212534059945504,0.00272479564032698,3.91229946524064,5.89624311926605
1,12,"queen",30,61,2,4,2302,0.8554,1.0182,1.0475,16.2421,0.6643,0.5448,2.0198,0.0717037037037037,0.912,0,0.0162962962962963,0.00817438692098093,0.980926430517711,0,0.0108991825613079,1.1900826446281,6.2017738791423
1,13,"queen",30,86,3,2,1629,0.9651,0.9905,1.0105,16.7695,0.3421,0.6444,1.156,0.144296296296296,0.828148148148148,0.00296296296296296,0.0245925925925926,0,0.964577656675749,0.0272479564032698,0.00817438692098093,3.13347022587269,8.14228264758497
1,14,"queen",30,103,3,1,2490,0.9747,1.072,1.0204,18.9973,0.4293,0.4027,3.3012,0.11762962962963,0.867259259259259,0,0.0151111111111111,0.103542234332425,0.896457765667575,0,0,2.4735516372796,6.23778954560984
1,15,"queen",30,61,2,2,1082,0.8568,0.9463,0.9699,18.8445,0.9007,0.9317,4.662,0.195259259259259,0.731555555555556,0.0254814814814815,0.0477037037037037,0.0245231607629428,0.754768392370572,0.220708446866485,0,3.31714719271624,6.70178209801539
1,16,"queen",30,98,2,1,2155,0.3774,0.9637,0.9359,7.0497,0.6233,0.2016,1.6625,0.286518518518519,0.656888888888889,0,0.0565925925925926,0.0517711171662125,0.942779291553134,0,0.00544959128065395,4.06204756980352,6.22284167794317
1,17,"queen",30,117,3,3,1689,0.5992,1.0268,1.0295,12.7303,0.8982,0.2734,0.4758,0.251555555555556,0.704592592592593,0.00059259259259259,0.0432592592592593,0,0.994550408719346,0.00544959128065395,0,4.60306242638398,8.11084104289319
1,18,"queen",30,86,3,4,2717,0.3384,1.0961,1.0921,16.7207,0.457,0.966,4.6254,0.375407407407407,0.535407407407407,0.0260740740740741,0.0631111111111111,0.0136239782016349,0.741144414168937,0.239782016348774,0.00544959128065395,5.05288082083662,6.70685666851135
1,19,"queen",30,69,3,1,1885,0.9084,1.0713,1.0456,6.8121,0.1433,0.611,3.14,0.093037037037037,0.892444444444444,0,0.0145185185185185,0.106267029972752,0.891008174386921,0,0.00272479564032698,3.07006369426752,9.33424634794157
1,20,"queen",30,86,3,2,1215,0.9715,1.0841,1.0669,12.3623,0.9714,0.0426,2.2919,0.203555555555556,0.776592592592593,0,0.0198518518518519,0.163487738419619,0.825613079019074,0,0.0108991825613079,3.1353711790393,5.22701259061427
1,21,"queen",30,95,2,2,2176,0.9636,1.0801,0.9958,11.5476,0.0716,0.3953,0.5785,0.106666666666667,0.880592592592593,0,0.0127407407407407,0,1,0,0,3.21111111111111,10.1423250336474
1,22,"queen",30,69,3,2,1866,0.5248,1.0792,1.0624,14.0807,0.8589,0.6451,0.7179,0.178666666666667,0.728888888888889,0.008,0.0844444444444444,0,0.923705722070845,0.0735694822888283,0.00272479564032698,4.13930348258706,8.64383739837398
1,23,"queen",30,90,3,1,1003,0.3045,0.9265,1.0392,18.6801,0.9598,0.8873,4.9327,0.339259259259259,0.529481481481481,0.0663703703703704,0.0648888888888889,0.108991825613079,0.64850136239782,0.23433242506812,0.00817438692098093,4.78602620087336,7.37368774482373
1,24,"queen",30,104,3,3,3976,0.8213,1.0359,0.9692,18.1336,0.7619,0.0385,1.4729,0.0426666666666667,0.951407407407407,0,0.00592592592592593,0,1,0,0,1.25,7.90450015571473
1,25,"queen",30,100,2,3,2957,0.7633,0.9734,1.0172,5.2938,0.1423,0.4861,3.9085,0.0518518518518519,0.943703703703704,0,0.00444444444444444,0.0299727520435967,0.970027247956403,0,0,0.925714285714286,6.34138461538461
1,26,"queen",30,71,4,4,2309,0.6898,0.9627,1.0363,15.3376,0.9466,0.5386,1.1553,0.0971851851851852,0.882666666666667,0,0.0201481481481481,0,1,0,0,2.35975609756098,7.17120510238335
1,27,"queen",30,72,4,4,3307,0.5057,0.9253,1.0776,19.0947,0.8274,0.7224,0.4009,0.124444444444444,0.853925925925926,0.00266666666666667,0.018962962962963,0,0.975476839237057,0.0245231607629428,0,3.70952380952381,10.1284455239417
1,28,"queen",30,76,2,2,3925,0.4142,1.0103,1.0351,9.6576,0.0618,0.2465,3.0451,0.152888888888889,0.808,0,0.0391111111111111,0.0217983651226158,0.978201634877384,0,0,3.09302325581395,6.46044737807114
1,29,"queen",30,70,3,4,1870,0.6944,1.0852,1.0011,16.2716,0.1304,0.3696,1.0595,0.170962962962963,0.780148148148148,0.00029629629629629,0.0485925925925926,0.00272479564032698,0.991825613079019,0.00272479564032698,0.00272479564032698,3.10571923743501,6.91150398784656
1,30,"queen",30,100,2,4,3454,0.8389,0.965,0.9394,12.8509,0.4411,0.4326,2.2081,0.0379259259259259,0.959703703703704,0,0.00237037037037037,0.00544959128065395,0.989100817438692,0,0.00544959128065395,0.765625,6.97278481012658
1,31,"queen",30,91,4,2,1274,0.6948,0.9818,1.0421,17.634,0.0984,0.8305,2.3552,0.305185185185185,0.634074074074074,0.0174814814814815,0.0432592592592593,0.0217983651226158,0.817438692098093,0.160762942779292,0,4.14174757281553,5.84644859813084
1,32,"queen",30,86,4,2,2219,0.552,0.9544,0.9687,17.1165,0.0754,0.1117,1.5051,0.232296296296296,0.742814814814815,0,0.0248888888888889,0.0245231607629428,0.975476839237057,0,0,4.05102040816327,5.87656561627443
1,33,"queen",30,92,4,2,1769,0.6179,0.9499,1.0726,17.7086,0.7321,0.6309,0.1401,0.203555555555556,0.730074074074074,0.0082962962962963,0.0580740740740741,0,0.923705722070845,0.0762942779291553,0,4.33478893740902,9.82366883116883
1,34,"queen",30,80,3,4,3888,0.7837,1.0183,0.9553,16.1807,0.6558,0.4674,2.8745,0.0388148148148148,0.960888888888889,0,0.00029629629629629,0.0136239782016349,0.986376021798365,0,0,0.717557251908397,6.46493370336109
1,35,"queen",30,113,2,4,1559,0.373,1.0224,0.9993,10.3222,0.8998,0.6704,1.51,0.335111111111111,0.58962962962963,0.0136296296296296,0.0616296296296296,0.00544959128065395,0.863760217983651,0.125340599455041,0.00544959128065395,4.81520778072502,6.59108542713568
1,36,"queen",30,74,4,4,2298,0.2857,1.0085,1.0173,6.4844,0.2307,0.7889,1.2799,0.296,0.609777777777778,0.0118518518518519,0.0823703703703704,0.00272479564032698,0.885558583106267,0.108991825613079,0.00272479564032698,4.19219219219219,6.79453352769679
1,37,"queen",30,68,2,2,1256,0.9851,1.0686,0.9039,8.8777,0.5058,0.8619,0.2326,0.151407407407407,0.808888888888889,0.0106666666666667,0.029037037037037,0,0.896457765667575,0.0980926430517711,0.00544959128065395,4.32093933463796,11.931706959707
1,38,"queen",30,120,3,4,1466,0.7069,0.9993,0.9186,8.1563,0.3944,0.4129,1.9012,0.264592592592593,0.696296296296296,0,0.0391111111111111,0.0381471389645777,0.93732970027248,0,0.0245231607629428,3.71108622620381,5.51893617021277
1,39,"queen",30,116,2,2,3053,0.6856,1.0422,1.0809,19.5373,0.6882,0.5376,2.6879,0.146074074074074,0.833777777777778,0,0.0201481481481481,0.0708446866485014,0.920980926430518,0,0.00817438692098093,2.55983772819473,5.81664889836532
1,40,"queen",30,91,4,2,2987,0.6816,0.9762,1.0268,14.1262,0.4565,0.9261,4.2504,0.116148148148148,0.84562962962963,0.0168888888888889,0.0213333333333333,0.0108991825613079,0.831062670299727,0.155313351498638,0.00272479564032698,2.04591836734694,5.56096706377015
1,1,"queen",30,98,4,2,2293,0.2579,0.9741,1.0786,19.5832,0.6826,0.4679,3.5822,0.366518518518519,0.542222222222222,0.0082962962962963,0.082962962962963,0.329700272479564,0.583106267029973,0.0490463215258856,0.0381471389645777,4.61924009700889,6.24941530054645
1,2,"queen",30,110,4,2,3393,0.3235,0.9995,0.9745,6.4874,0.6023,0.5864,3.9576,0.256296296296296,0.697185185185185,0.00088888888888888,0.0456296296296296,0.0517711171662125,0.940054495912807,0.00817438692098093,0,3.60693641618497,5.56616234594135
1,3,"queen",30,82,3,1,2643,0.3789,0.9202,0.9427,16.2381,0.858,0.2181,3.8633,0.256,0.696888888888889,0.00385185185185185,0.0432592592592593,0.141689373297003,0.76566757493188,0.0190735694822888,0.0735694822888283,3.89351851851852,5.69633078231293
