HeatX,HeatY,QueenX,QueenY,Dist2Heat,AngleOppHeat,AngleMoved
11,48.49742261192856,22,32.042939940024226,19.79267541288949,-0.9815180757086654,-1.0372985076592989
11,48.49742261192856,23,31.17691453623979,21.07130750570548,-0.9649052079556504,1.7028195963418087
11,48.49742261192856,22.5,32.042939940024226,20.074859899884736,-0.9608105480796097,-0.4219916879838691
11,48.49742261192856,23.5,32.042939940024226,20.66397831977183,-0.9211341971031851,1.4350769201357902
11,48.49742261192856,24,32.90896534380867,20.29778313018444,-0.8756939971941844,0.618467341004802
11,48.49742261192856,24.5,33.77499074759311,19.974984355438178,-0.828685299445472,-1.1433731572549348
11,48.49742261192856,25,32.90896534380867,20.952326839756964,-0.8390317092592297,-2.6118739705207794
11,48.49742261192856,24.5,32.042939940024226,21.283796653792766,-0.883712579069838,-4.345755170254851
11,48.49742261192856,24,32.90896534380867,20.29778313018444,-0.8756939971941844,-3.322238312789346
11,48.49742261192856,23,32.90896534380867,19.672315572906,-0.914742952734557,-2.5034097819208063
11,48.49742261192856,22.5,32.042939940024226,20.074859899884736,-0.9608105480796097,-0.7195045695928389
11,48.49742261192856,23,31.17691453623979,21.07130750570548,-0.9649052079556504,-0.28210280157656487
11,48.49742261192856,24,31.17691453623979,21.656407827707717,-0.9269398887701955,2.245215393087588
11,48.49742261192856,23.5,32.042939940024226,20.66397831977183,-0.9211341971031851,0.4592180592490621
11,48.49742261192856,24.5,32.042939940024226,21.283796653792766,-0.883712579069838,1.9791440786775847
11,48.49742261192856,24,32.90896534380867,20.29778313018444,-0.8756939971941844,-1.6294489731011257
11,48.49742261192856,23.5,32.042939940024226,20.66397831977183,-0.9211341971031851,-0.3961295806672207
11,48.49742261192856,24.5,32.042939940024226,21.283796653792766,-0.883712579069838,-0.06940112633592344
11,48.49742261192856,25.5,32.042939940024226,21.931712199461312,-0.8484549929347317,3.3230059994727266
11,48.49742261192856,24.5,32.042939940024226,21.283796653792766,-0.883712579069838,-3.6401912628493616
11,48.49742261192856,23.5,32.042939940024226,20.66397831977183,-0.9211341971031851,1.265372722207427
11,48.49742261192856,24,32.90896534380867,20.29778313018444,-0.8756939971941844,-2.315500412978011
11,48.49742261192856,23.5,32.042939940024226,20.66397831977183,-0.9211341971031851,-1.747468883687344
11,48.49742261192856,23,31.17691453623979,21.07130750570548,-0.9649052079556504,-0.9841825747553353
11,48.49742261192856,23.5,30.31088913245535,22.06807649071391,-0.9686300311754912,-0.1351828737207591
11,48.49742261192856,24.5,30.31088913245535,22.64950330581225,-0.9322366306958914,0.9754274684035582
11,48.49742261192856,25,31.17691453623979,22.27105745132009,-0.8910206802181005,0.4052793931179136
11,48.49742261192856,26,31.17691453623979,22.9128784747792,-0.8570719478501311,0.831026159262929
11,48.49742261192856,26.5,32.042939940024226,22.605309110914632,-0.8152593557595111,0.2022258604479581
11,48.49742261192856,27.5,32.042939940024226,23.302360395462088,-0.7840169461711476,0.6828371645779135
11,48.49742261192856,28,32.90896534380867,23.065125189341593,-0.7421110273494246,3.211407709769256
11,48.49742261192856,27,32.90896534380867,22.338307903688676,-0.7723706373530879,1.0470267362927763
11,48.49742261192856,27.5,33.77499074759311,22.113344387495978,-0.7285271507015625,-0.6402427578050686
11,48.49742261192856,28,32.90896534380867,23.065125189341593,-0.7421110273494246,-1.320663677249351
11,48.49742261192856,28.5,32.042939940024226,24.02082429892863,-0.7546161574691789,-0.4718962567169119
11,48.49742261192856,29.5,32.042939940024226,24.758836806279895,-0.7269453704613602,2.561301712444733
11,48.49742261192856,29,32.90896534380867,23.811761799581316,-0.7137243789447656,-0.9625495617012296
11,48.49742261192856,29.5,32.042939940024226,24.758836806279895,-0.7269453704613602,3.457154939525668
11,48.49742261192856,28.5,32.042939940024226,24.02082429892863,-0.7546161574691789,-1.8290996647424618
11,48.49742261192856,28,31.17691453623979,24.269322199023193,-0.7947365670775026,-5.373569507370785
11,48.49742261192856,28.5,32.042939940024226,24.02082429892863,-0.7546161574691789,0.672380411606932
11,48.49742261192856,29,32.90896534380867,23.811761799581316,-0.7137243789447656,1.092703847881407
11,48.49742261192856,29.5,33.77499074759311,23.643180835073778,-0.6721790786390716,0.0909555744434637
11,48.49742261192856,30.5,33.77499074759311,24.43358344574123,-0.6466912108037782,2.614131643724004
11,48.49742261192856,30,34.64101615137754,23.515952032609697,-0.6301108688084603,-1.4354587159602823
11,48.49742261192856,30.5,33.77499074759311,24.43358344574123,-0.6466912108037782,-3.2446887147717907
11,48.49742261192856,29.5,33.77499074759311,23.643180835073778,-0.6721790786390716,-2.4089027628534403
11,48.49742261192856,29,32.90896534380867,23.811761799581316,-0.7137243789447656,-0.8218432528559659
11,48.49742261192856,29.5,32.042939940024226,24.758836806279895,-0.7269453704613602,1.7812792244461584
11,48.49742261192856,29,32.90896534380867,23.811761799581316,-0.7137243789447656,-2.4994879577842664
11,48.49742261192856,28.5,32.042939940024226,24.02082429892863,-0.7546161574691789,-0.8760338280692275
11,48.49742261192856,29,31.17691453623979,24.979991993593593,-0.7661626496937842,2.767273230889287
11,48.49742261192856,28,31.17691453623979,24.269322199023193,-0.7947365670775026,-2.1976874540189035
11,48.49742261192856,27.5,30.31088913245535,24.55605831561735,-0.8339820413711678,0.6423446992407111
11,48.49742261192856,28,31.17691453623979,24.269322199023193,-0.7947365670775026,-2.961939873232918
11,48.49742261192856,27,31.17691453623979,23.57965224510319,-0.8250079257724157,-1.7497260762422222
11,48.49742261192856,26.5,30.31088913245535,23.895606290697042,-0.8649806907505417,-2.470219978283307
11,48.49742261192856,26,29.444863728670914,24.24871130596428,-0.9038499822912324,-0.22874460950270092
11,48.49742261192856,27,29.444863728670914,24.879710609249457,-0.8722642070636368,-3.3607180905655567
11,48.49742261192856,26,29.444863728670914,24.24871130596428,-0.9038499822912324,-1.8615594185913067
11,48.49742261192856,25.5,28.578838324886473,24.63736998950984,-0.9415484626588687,-1.8636023974447342
11,48.49742261192856,25,27.712812921102035,25.059928172283335,-0.9780260519844287,-1.3860622141229733
11,48.49742261192856,25.5,26.846787517317594,26.05762844159077,-0.9806784972304302,-4.040264971221875
11,48.49742261192856,25,27.712812921102035,25.059928172283335,-0.9780260519844287,-0.5699164733147561
11,48.49742261192856,25.5,26.846787517317594,26.05762844159077,-0.9806784972304302,-1.573271158720833
11,48.49742261192856,25,25.980762113533157,26.514147167125703,-1.0145289739368388,-1.6087392084427101
11,48.49742261192856,24.5,25.11473670974872,27,-1.0471975511965979,-0.07135883424034917
11,48.49742261192856,25.5,25.11473670974872,27.51363298439521,-1.0157161226646636,-3.048947952462047
11,48.49742261192856,24.5,25.11473670974872,27,-1.0471975511965979,2.603192384508803
11,48.49742261192856,24,25.980762113533157,26,-1.0471975511965979,-0.6929192033864413
11,48.49742261192856,24.5,25.11473670974872,27,-1.0471975511965979,-0.41608919633770336
11,48.49742261192856,25.5,25.11473670974872,27.51363298439521,-1.0157161226646636,2.0852500644113543
