"...1","trial_n","type","days","n","rb","rn","w","pph","ph","pp","k","bhd","wha","qha","pBrood","pHoney","pPollen","pEmpty","pBroodHeat","pHoneyHeat","pPollenHeat","pEmptyHeat","broodMetric","pollenRing","filenames"
1,19,"brood",30,85,2,1,2972,0.4884,1.0118,1.0157,14.3379,0.2425,0.551,0.0867,0.100444444444444,0.502518518518518,0.156148148148148,0.240888888888889,0.160762942779292,0.403269754768392,0.119891008174387,0.316076294277929,2.53097345132743,7.57020636792453,"hive_data/heat_brood//Beehive Data Out Trial 01819_brood.csv"
1,20,"brood",30,97,4,1,3267,0.6577,1.0305,0.9076,12.8471,0.3923,0.2407,0.4061,0.0337777777777778,0.500444444444444,0.302518518518519,0.163259259259259,0.158038147138965,0.318801089918256,0.111716621253406,0.411444141689373,1.21052631578947,11.8899822380107,"hive_data/heat_brood//Beehive Data Out Trial 01820_brood.csv"
1,21,"brood",30,90,3,4,1641,0.4316,1.0507,1.0523,16.4746,0.1291,0.0558,0.9495,0.242962962962963,0.395259259259259,0.110518518518519,0.251259259259259,0.0599455040871935,0.50408719346049,0.269754768392371,0.166212534059946,3.19756097560976,7.03899550224888,"hive_data/heat_brood//Beehive Data Out Trial 01821_brood.csv"
1,22,"brood",30,104,3,2,1510,0.9005,0.9052,1.0834,18.4607,0.5207,0.3741,0.6954,0.0847407407407407,0.571555555555556,0.0865185185185185,0.257185185185185,0.0272479564032698,0.629427792915531,0.108991825613079,0.23433242506812,1.88811188811189,9.03287713841369,"hive_data/heat_brood//Beehive Data Out Trial 01822_brood.csv"
1,23,"brood",30,103,2,1,3904,0.4803,1.0562,1.0115,14.2507,0.2019,0.2265,0.8015,0.204444444444444,0.383703703703704,0.175407407407407,0.236444444444444,0.247956403269755,0.354223433242507,0.155313351498638,0.242506811989101,3.15072463768116,7.62818532818533,"hive_data/heat_brood//Beehive Data Out Trial 01823_brood.csv"
1,24,"brood",30,92,4,1,2813,0.724,0.9756,1.0211,18.5986,0.693,0.855,0.5948,0.0151111111111111,0.694814814814815,0.0678518518518519,0.222222222222222,0.00272479564032698,0.681198910081744,0.0926430517711172,0.223433242506812,0.431372549019608,9.69388912579957,"hive_data/heat_brood//Beehive Data Out Trial 01824_brood.csv"
1,25,"brood",30,114,3,1,3087,0.5372,1.0133,0.9183,14.313,0.5727,0.6059,0.8634,0.00681481481481482,0.565037037037037,0.298962962962963,0.129185185185185,0,0.547683923705722,0.35149863760218,0.100817438692098,0.434782608695652,13.986906135291,"hive_data/heat_brood//Beehive Data Out Trial 01825_brood.csv"
1,26,"brood",30,88,2,2,3339,0.756,0.9304,0.9558,7.9229,0.6832,0.1992,0.9919,0,0.830222222222222,0.0162962962962963,0.153481481481481,0,0.828337874659401,0.0190735694822888,0.152588555858311,NA,999,"hive_data/heat_brood//Beehive Data Out Trial 01826_brood.csv"
1,27,"brood",30,111,2,2,3840,0.8505,1.0545,1.0471,8.9121,0.45,0.4993,0.4651,0.0586666666666667,0.510222222222222,0.0728888888888889,0.358222222222222,0,0.719346049046321,0.100817438692098,0.17983651226158,1.60606060606061,10.9049012775842,"hive_data/heat_brood//Beehive Data Out Trial 01827_brood.csv"
1,28,"brood",30,69,3,4,3624,0.9283,0.9127,1.0105,14.825,0.8669,0.8483,0.0538,0,0.856296296296296,0.0082962962962963,0.135407407407407,0,0.880108991825613,0.00544959128065395,0.114441416893733,NA,999,"hive_data/heat_brood//Beehive Data Out Trial 01828_brood.csv"
